region_name,region_kr_name,continent,iso_country
Al Qasim Region,알카심 지역,AS,SA
Ha'il Region,하일 지역,AS,SA
Tabuk Region,타북 지역,AS,SA
Jlzan Region,Jlzan 지역,AS,SA
Najran Region,나즈란 지역,AS,SA
Al Batah Region,알 바타 지역,AS,SA
Al Jawf Region,알 자와프 지역,AS,SA
Asir Region,아시르 지역,AS,SA
Central Province,중부 지방,OC,SB
Choiseul Province,최이슬주,OC,SB
Capital Territory (Honiara),수도 준주(호니아라),OC,SB
Guadalcanal Province,과달카날 주,OC,SB
Isabel Province,이사벨 주,OC,SB
Makira-Ulawa Province,마키라울라와 주,OC,SB
Malaita Province,말라이타 주,OC,SB
Rennell and Bellona Province,레넬벨로나주,OC,SB
Temotu Province,테모투주,OC,SB
Western Province,서부 지방,OC,SB
Anse aux Pins,Anse 보조 핀,AF,SC
Anse Boileau,앙스 보일로,AF,SC
Anse Louis,안세 루이스,AF,SC
Anse Royale,앙스 로얄,AF,SC
Baie Lazare,바이 라자르,AF,SC
Baie Sainte Anne,바이 생트 안느,AF,SC
Beau Vallon,보 발롱,AF,SC
Bel Air,벨에어,AF,SC
Bel Ombre,벨 옴브레,AF,SC
Cascade,종속,AF,SC
Glacis,글라시스,AF,SC
Grand' Anse (Praslin),그랑 앙스 (프라슬린),AF,SC
La Digue,라디게,AF,SC
Mont Buxton,몽 벅스턴,AF,SC
Mont Fleuri,몽 플뢰리,AF,SC
Plaisance,플레종스,AF,SC
Pointe La Rue,푸앵트 라 루,AF,SC
Port Glaud,포트 글라우드,AF,SC
Saint Louis,세인트 루이스,AF,SC
Takamaka,타카마카,AF,SC
Northern State,북부 주,AF,SD
North Darfur State,북다르푸르주,AF,SD
Khartoum State,하르툼 주,AF,SD
River Nile State,나일강 주,AF,SD
Kassala State,카살라 주,AF,SD
Al Qadarif State,알카다리프주,AF,SD
Gezira State,게지라주,AF,SD
White Nile State,화이트나일 주,AF,SD
North Kurdufan State,북쿠르두판주,AF,SD
West Kurdufan State,서부쿠르두판주,AF,SD
South Darfur State,사우스 다르푸르 주,AF,SD
West Darfur State,서부 다르푸르 주,AF,SD
South Kurdufan State,남부 쿠르두판 주,AF,SD
Blue Nile State,블루나일 주,AF,SD
Sennar State,센나르주,AF,SD
Red Sea State,홍해 주,AF,SD
Central Singapore,싱가포르 중부,AS,SG
North East,북동쪽,AS,SG
North West,북서,AS,SG
South East,남동쪽,AS,SG
South West,남서부,AS,SG
Ascension,승천,AF,SH
Saint Helena,세인트 헬레나,AF,SH
Tristan da Cunha,트리스탄 다 쿠냐,AF,SH
Beltinci Municipality,벨틴치 지방자치단체,EU,SI
Bled Municipality,블레드 지방자치단체,EU,SI
Bohinj Municipality,보히니 지방자치단체,EU,SI
Borovnica Municipality,보로브니차 지방자치단체,EU,SI
Bovec Municipality,보베츠 지방자치단체,EU,SI
Brda,브르다,EU,SI
Brezovica Municipality,브레조비차 지방자치단체,EU,SI
Tisina,티시나,EU,SI
Celje Urban Municipality,Celje 도시 자치단체,EU,SI
Cerklje na Gorenjskem Municipality,Cerklje na Gorenjskem 지방자치단체,EU,SI
Cerknica Municipality,체르크니차 지방자치단체,EU,SI
Cerkno,체르크노,EU,SI
Crensovci,크렌소프치,EU,SI
Crna na Koroskem,츠르나 나 코로스켐,EU,SI
Crnomelj,크로노멜리,EU,SI
Destrnik,데스트니크,EU,SI
Dobrepolje,도브레폴예,EU,SI
Dobrova-Polhov Gradec,도브로바-폴호프 그라데츠,EU,SI
Dol pri Ljubljani Municipality,돌 프리 류블랴니 지방자치단체,EU,SI
Domzale,돔잘레,EU,SI
Dornava,도르나바,EU,SI
Dravograd Municipality,드라보그라드 지방자치단체,EU,SI
Duplek,듀플렉,EU,SI
Gorenja vas-Poljane,고렌자 바스-폴랴네,EU,SI
Gornja Radgona,고르냐 라드고나,EU,SI
Gornji Grad,고르니 그라드,EU,SI
Gornji Petrovci,고르니 페트로프치,EU,SI
Grosuplje,그로수플예,EU,SI
Salovci,살로브치,EU,SI
Hrastnik,흐라스트니크,EU,SI
Hrpelje-Kozina,흐르펠리에-코지나,EU,SI
Idrija,이드리야,EU,SI
Ig,이그,EU,SI
IIrska Bistrica,일르스카 비스트리카,EU,SI
Izola Municipality,이졸라 지방자치단체,EU,SI
Jesenice,예세니체,EU,SI
Jursinci,주르신치,EU,SI
Kamnik Municipality,캄니크 지방자치단체,EU,SI
Kanal,운하,EU,SI
Kidricevo,키드리체보,EU,SI
Kobarid,코바리드,EU,SI
Kobilje,코빌예,EU,SI
Komen,코멘,EU,SI
Koper Urban Municipality,코페르 도시 지방자치단체,EU,SI
Kozje,코제,EU,SI
Kranj,크란,EU,SI
Kranjska Gora,크란스카 고라,EU,SI
Krsko,크르스코,EU,SI
Kungota,쿵고타,EU,SI
Kuzma,쿠즈마,EU,SI
Lasko,라스코,EU,SI
Lenart Municipality,레나르트 지방자치단체,EU,SI
Lendava Municipality,렌다바 지방자치단체,EU,SI
Litija Municipality,리티야 지방자치단체,EU,SI
Ljubljana Urban Municipality,류블랴나 도시 자치단체,EU,SI
Ljubno,류브노,EU,SI
Ljutomer,류토머,EU,SI
Logatec,로가텍,EU,SI
Loska dolina,로스카 돌리나,EU,SI
Loski Potok,로스키 포토크,EU,SI
Luce,창꼬치,EU,SI
Lukovica,루코비카,EU,SI
Majsperk,마이스페르크,EU,SI
Maribor Urban Municipality,마리보르 도시 자치단체,EU,SI
Medvode,메드보드,EU,SI
Menges,멘게스,EU,SI
Metlika Municipality,메틀리카 지방자치단체,EU,SI
Mezica,메지카,EU,SI
Miren-Kostanjevica,미렌-코스탄예비차,EU,SI
Mislinja,미슬린야,EU,SI
Moravce,모라브체,EU,SI
Moravske Toplice Municipality,모라브스케 토플리체 지방자치단체,EU,SI
Mozirje,모지리에,EU,SI
Murska Sobota Urban Municipality,무르스카 소보타 도시 자치단체,EU,SI
Muta,무타,EU,SI
Naklo,나클로,EU,SI
Nazarje,나자르예,EU,SI
Nova Gorica,노바 고리차,EU,SI
Novo Mesto Urban Municipality,노보메스토 도시 자치단체,EU,SI
Odranci,오드란시,EU,SI
Osilnica,오실니카,EU,SI
Pesnica,페스니카,EU,SI
Piran Municipality,피란 지방자치단체,EU,SI
Pivka,피브카,EU,SI
Podvelka,포드벨카,EU,SI
Postojna Municipality,포스토이나 지방자치단체,EU,SI
Preddvor,프레드보르,EU,SI
Ptuj,프투이,EU,SI
Puconci,푸콘치,EU,SI
Radenci Municipality,라덴치 지방자치단체,EU,SI
Radlje ob Dravi,라들리에 옵 드라비,EU,SI
Radovljica Municipality,라도블리차 지방자치단체,EU,SI
Ribnica Municipality,리브니차 지방자치단체,EU,SI
Rogatec,로가텍,EU,SI
Sevnica,세브니차,EU,SI
Slovenj Gradec Urban Municipality,슬로베니 그라데츠 도시 자치단체,EU,SI
Slovenska Bistrica,슬로벤스카 비스트리차,EU,SI
Slovenske Konjice Municipality,슬로벤스케 콘지체 지방자치단체,EU,SI
Sveti Jurij,스베티 주리지,EU,SI
Sencur,센쿠르,EU,SI
Sentilj,센틸리,EU,SI
Sentjernej,센체르네이,EU,SI
Sentjur pri Celju,센츄르 프리 셀주,EU,SI
Skocjan,스코치안,EU,SI
Skofja Loka,스코퍄 로카,EU,SI
Skoftjica,스코프트지차,EU,SI
Smarje pri Jelsah,스마예 프리 젤사,EU,SI
Smartno ob Paki,스마트노 옵 파키,EU,SI
Store,가게,EU,SI
Tolmin,톨민,EU,SI
Trbovje,트르보브예,EU,SI
Trebnje Municipality,트레브니에 지방자치단체,EU,SI
Trzic,트르지치,EU,SI
Turnisce,터니스,EU,SI
Velenje,벨렌제,EU,SI
Velika Lasce,벨리카 라세,EU,SI
Videm,비뎀,EU,SI
Vipava,비파바,EU,SI
Vitanje,비탄제,EU,SI
Vojnik,보이니크,EU,SI
Vojnik,보이니크,EU,SI
Vrhnika,브리니카,EU,SI
Vuzenica,부제니카,EU,SI
Zagorje ob Savi Municipality,자고르예 옵 사비 지방자치단체,EU,SI
Zavrc,자브르크,EU,SI
Zrece,즈레체,EU,SI
Zelezniki,젤레즈니키,EU,SI
Ziri,지리,EU,SI
Benedikt Municipality,베네딕트 지방자치단체,EU,SI
Bistrica ob Sotli Municipality,비스트리카 옵 소틀리 지방자치단체,EU,SI
Bloke Municipality,블록 지방자치단체,EU,SI
Braslovce Municipality,브라슬로프체 지방자치단체,EU,SI
Cankova,칸코바,EU,SI
Cerkvenjak Municipality,체르크벤야크 지방자치단체,EU,SI
Dobje,도브제,EU,SI
Dobrna,도브르나,EU,SI
Dobrovnik,도브로브니크,EU,SI
Dolenjske Toplice,돌렌스케 토플리체,EU,SI
Grad,그라드,EU,SI
Hajdina,하지나,EU,SI
Hodos,호도스,EU,SI
Jorjul,조르줄,EU,SI
Jezersko,예제르스코,EU,SI
Komenda,코멘다,EU,SI
Kostel,코스텔,EU,SI
Krizevci,크리제브치,EU,SI
Lovrenc na Pohorju,로브렌츠 나 포호르주,EU,SI
Markovci,마르코프치,EU,SI
Miklavz na Dravskern polju,Miklavz na Dravskern polju,EU,SI
Mirna Pec,미르나 펙,EU,SI
Oplotnica,오플로트니차,EU,SI
Podlehnik,포들레닉,EU,SI
Polzela,폴젤라,EU,SI
Prebold Municipality,프리볼드 지방자치단체,EU,SI
Prevalje,프레발예,EU,SI
Ribnica na Pohorju,리브니카 나 포호르주,EU,SI
Selnica ob Dravi,셀니카 옵 드라비,EU,SI
Sveta Ana,스베타 아나,EU,SI
Sveti Andraz v Slovenskih goricah,스베티 안드라즈 v 슬로벤스키 고리카,EU,SI
Sempeter-Vrtojba,젬피터-브르토이바,EU,SI
Tabor,소구,EU,SI
Trnovska vas,트르노프스카 바스,EU,SI
Trzin,트진,EU,SI
Velika Polana,벨리카 폴라나,EU,SI
Vransko Municipality,브란스코 지방자치단체,EU,SI
Zalec,잘렉,EU,SI
Zetale,제탈레,EU,SI
Zirovnica,지르로브니차,EU,SI
Zuzemberk,주젬베르크,EU,SI
Smartno pri Litiji,스마트노 프리 리티지,EU,SI
Ankaran Municipality,안카란 지방자치단체,EU,SI
Eastern Province,동부 지방,AF,SL
Northern Province,북부 지방,AF,SL
Southern Province,남부 지방,AF,SL
Acquaviva,아쿠아비바,EU,SM
Chiesanuova,키에사누오바,EU,SM
Domagnano,도마냐노,EU,SM
Faetano,파에타노,EU,SM
Fiorentino,피오렌티노,EU,SM
Borgo Maggiore,보르고 마조레,EU,SM
San Marino,산 마리노,EU,SM
Montegiardino,몬테지아르디노,EU,SM
Serravalle,세라발레,EU,SM
Diourbel Region,디오르벨 지역,AF,SN
Dakar Region,다카르 지역,AF,SN
Fatick Region,Fatick 지역,AF,SN
Kolda Region,콜다 지역,AF,SN
Kaolack Region,카오락 지역,AF,SN
Louga Region,루가 지역,AF,SN
Matam Region,마탐 지역,AF,SN
Saint-Louis Region,생루이 지역,AF,SN
Tambacounda Region,탐바콘다 지역,AF,SN
Bakool,바쿨,AF,SO
Galguduud,갈구두드,AF,SO
Gedo,게도,AF,SO
Hiran,히란,AF,SO
Mudug,무두그,AF,SO
Nugal,누갈,AF,SO
Middle Shabelle,중간 샤벨,AF,SO
Lower Shabelle,로어 샤벨,AF,SO
Sool,솔,AF,SO
Togdheer,토그디어,AF,SO
Brokopondo,브로코폰도,SA,SR
Commewijne,코메베인,SA,SR
Coronie,코로니,SA,SR
Marowijne,마로윈,SA,SR
Nickerie,니케리,SA,SR
Paramaribo,파라마리보,SA,SR
Para,파라,SA,SR
Saramacca,사라마카,SA,SR
Sipaliwini,시팔리위니,SA,SR
Wanica,와니카,SA,SR
Western Bahr el Ghazal State,서부바르엘가잘주,AF,SS
Northern Bahr el Ghazal State,북부바르엘가잘주,AF,SS
Western Equatoria State,서부 적도 주,AF,SS
Central Equatoria State,중앙 적도 주,AF,SS
Lakes State,레이크스 주,AF,SS
Eastern Equatoria State,동부 적도 주,AF,SS
Jonglei State,종레이 주,AF,SS
Warrap State,워랩 주,AF,SS
Unity State,유니티 상태,AF,SS
Upper Nile State,어퍼 나일 주,AF,SS
Cantagalo District,칸타갈로 지구,AF,ST
Lobata District,로바타 지구,AF,ST
Autonomous Region of Principe,프린시페 자치 지역,AF,ST
Chalatenango Department,찰라테낭고 주,NA,SV
La Libertad Department,라리베르타드 주,NA,SV
La Paz Department,라파스 주,NA,SV
Santa Ana Department,산타아나 주,NA,SV
San Miguel Department,산미구엘 주,NA,SV
Sonsonate Department,손소나테 부서,NA,SV
San Salvador Department,산살바도르주,NA,SV
San Vicente Department,산 비센테 주,NA,SV
Damascus Governorate,다마스쿠스 주,AS,SY
Al-Hasakah Governorate,알 하사카 주,AS,SY
Idlib Governorate,이들리브주,AS,SY
Ar-Raqqah Governorate,아르라카 주,AS,SY
Rif Dimashq Governorate,리프 디마쉬크 주,AS,SY
As-Suwayda Governorate,아스수와이다 주,AS,SY
Hhohho Region,호호 지역,AF,SZ
Lubombo Region,루봄보 지역,AF,SZ
Manzini Region,만지니 지역,AF,SZ
Shiselweni Region,시셀웨니 지역,AF,SZ
Ambergris Cays,앰버그리스 케이,NA,TC
Dellis Cay,델리스 케이,NA,TC
East Caicos,이스트 케이커스,NA,TC
French Cay,프렌치 케이,NA,TC
Grand Turk,그랜드 터크,NA,TC
Little Water Cay,리틀 워터 케이,NA,TC
Middle Caicos,미들 카이코스,NA,TC
North Caicos,노스케이커스,NA,TC
Pine Cay,파인 케이,NA,TC
Providenciales,프로비덴시알레스,NA,TC
Parrot Cay,앵무새 케이,NA,TC
South Caicos,사우스케이커스,NA,TC
Salt Cay,솔트케이,NA,TC
West Caicos,웨스트케이커스,NA,TC
Batha,바타,AF,TD
Chari-Baguirmi,샤리바기르미,AF,TD
Kanem,카넴,AF,TD
Lac,라크,AF,TD
Logone-Occidental,Logone-옥시덴탈,AF,TD
Logone-Oriental,Logone-오리엔탈,AF,TD
Salamat,살라마트,AF,TD
Kara Region,카라 지역,AF,TG
Maritime Region,해양 지역,AF,TG
Plateaux Region,고원 지역,AF,TG
Bangkok (special administrative area),방콕(특별행정구역),AS,TH
Samut Prakan Province,사뭇프라칸주,AS,TH
Nonthaburi Province,논타부리 주,AS,TH
Pathum Thani Province,빠툼타니 주,AS,TH
Phra Nakhon Si Ayutthaya Province,프라나콘시 아유타야 주,AS,TH
Ang Thong Province,앙통주,AS,TH
Sing Buri Province,싱부리 주,AS,TH
Chai Nat Province,차이낫 주,AS,TH
Saraburi Province,사라부리주,AS,TH
Chonburi Province,촌부리 주,AS,TH
Rayong Province,라용주,AS,TH
Chanthaburi Province,찬타부리 주,AS,TH
Trat Province,트랏 주,AS,TH
Chachoengsao Province,차층사오주,AS,TH
Prachin Buri Province,프라친부리 주,AS,TH
Nakhon Nayok Province,나콘나욕주,AS,TH
Sa Kaeo Province,사깨오주,AS,TH
Nakhon Ratchasima Province,나콘라차시마주,AS,TH
Surin Province,수린 주,AS,TH
Si Sa Ket Province,시사켓 주,AS,TH
Ubon Ratchathani Province,우본랏차타니 주,AS,TH
Yasothon Province,야소톤 주,AS,TH
Chaiyaphum Province,차이야품 주,AS,TH
Amnat Charoen Province,암낫짜른주,AS,TH
Nong Bua Lam Phu Province,농부아람푸성,AS,TH
Khon Kaen Province,콘캔 주,AS,TH
Udon Thani Province,우돈타니 주,AS,TH
Loei Province,로에이 주,AS,TH
Nong Khai Province,농카이 주,AS,TH
Maha Sarakham Province,마하사라캄주,AS,TH
Roi Et Province,로이엣주,AS,TH
Kalasin Province,칼라신 주,AS,TH
Sakon Nakhon Province,사콘나콘주,AS,TH
Nakhon Phanom Province,나콘파놈 주,AS,TH
Mukdahan Province,묵다한 주,AS,TH
Chiang Mai Province,치앙마이 주,AS,TH
Lamphun Province,람푼주,AS,TH
Lampang Province,람팡주,AS,TH
Uttaradit Province,우따라딧 주,AS,TH
Phrae Province,프래 주,AS,TH
Nan Province,난 주,AS,TH
Phayao Province,파야오주,AS,TH
Chiang Rai Province,치앙라이 주,AS,TH
Mae Hong Son Province,매홍손 주,AS,TH
Nakhon Sawan Province,나콘사완 주,AS,TH
Uthai Thani Province,우타이타니 주,AS,TH
Kamphaeng Phet Province,캄팽펫주,AS,TH
Tak Province,딱 주,AS,TH
Sukhothai Province,수코타이 주,AS,TH
Phitsanulok Province,핏사눌록주,AS,TH
Phichit Province,피칫주,AS,TH
Phetchabun Province,펫차분 주,AS,TH
Ratchaburi Province,랏차부리 주,AS,TH
Kanchanaburi Province,칸차나부리 주,AS,TH
Suphan Buri Province,수판부리주,AS,TH
Nakhon Pathom Province,나콘빠톰 주,AS,TH
Samut Sakhon Province,사뭇사콘주,AS,TH
Samut Songkhram Province,사뭇송크람주,AS,TH
Phetchaburi Province,펫차부리 주,AS,TH
Prachuap Khiri Khan Province,프라추압키리칸 주,AS,TH
Nakhon Si Thammarat Province,나콘시탐마랏 주,AS,TH
Krabi Province,크라비 주,AS,TH
Phang Nga Province,팡아 주,AS,TH
Phuket Province,푸켓 주,AS,TH
Surat Thani Province,수랏타니 주,AS,TH
Ranong Province,라농주,AS,TH
Chumphon Province,춤폰 주,AS,TH
Songkhla Province,송클라주,AS,TH
Satun Province,사뚠주,AS,TH
Trang Province,뜨랑주,AS,TH
Pattani Province,파타니주,AS,TH
Yala Province,얄라주,AS,TH
Narathiwat Province,나라티왓 주,AS,TH
Dushanbe,두샨베,AS,TJ
Gorno-Badakhshan Autonomous Region,고르노바다흐샨 자치구,AS,TJ
Aileu,에일루,AS,TL
Ainaro,아이나로,AS,TL
Baucau,바우카우,AS,TL
Bobonaro,보보나로,AS,TL
Cova Lima,코바 리마,AS,TL
Dili,딜리,AS,TL
Ermera,에르메라,AS,TL
Liquica,리퀴카,AS,TL
Manafahi,마나파히,AS,TL
Manatuto,마나투토,AS,TL
Oecussi,오에쿠시,AS,TL
Viqueque,비케케,AS,TL
Ahal Region,아할 지역,AS,TM
Balkan Region,발칸 지역,AS,TM
Lebap Region,르밥 지역,AS,TM
Mary Region,메리 지역,AS,TM
Tunis Governorate,튀니스 주,AF,TN
Ariana Governorate,아리아나주,AF,TN
Ben Arous Governorate,벤아루스주,AF,TN
Manouba Governorate,마누바 주,AF,TN
Nabeul Governorate,나불주,AF,TN
Zaghouan Governorate,자후안주,AF,TN
Bizerte Governorate,비제르테주,AF,TN
Jendouba Governorate,젠두바 주,AF,TN
Kef Governorate,케프 주,AF,TN
Siliana Governorate,실리아나 주,AF,TN
Kairouan Governorate,카이로우안 주,AF,TN
Kasserine Governorate,카세린주,AF,TN
Sidi Bou Zid Governorate,시디부지드주,AF,TN
Sousse Governorate,수스 주,AF,TN
Monastir Governorate,모나스티르 주,AF,TN
Mahdia Governorate,마디아 주,AF,TN
Sfax Governorate,스팍스 ??주,AF,TN
Gafsa Governorate,가프사 주,AF,TN
Tozeur Governorate,토주르주,AF,TN
Kebili Governorate,케빌리 주,AF,TN
Medenine Governorate,메데닌주,AF,TN
Tataouine Governorate,타타윈주,AF,TN
Eua,우아,OC,TO
Ha'apai,하파이,OC,TO
Niua Islands,니우아 제도,OC,TO
Tongatapu,통가타푸,OC,TO
Vava'u,바바우,OC,TO
Adana Province,아다나 주,AS,TR
Ad岩yaman Province,아드야마만 주,AS,TR
Afyonkarahisar Province,아피온카라히사르 주,AS,TR
Amasya Province,아마시아주,AS,TR
Ankara Province,앙카라 주,AS,TR
Antalya Province,안탈리아 주,AS,TR
Artvin Province,아르빈 주,AS,TR
Aydin Province,아이딘 주,AS,TR
Bal岩kesir Province,발카케시르 주,AS,TR
Bilecik Province,빌레시크 주,AS,TR
Bitlis Province,비트리스 주,AS,TR
Bolu Province,볼루 주,AS,TR
Burdur Province,부르두르주,AS,TR
Bursa Province,부르사 주,AS,TR
Denizli Province,데니즐리 주,AS,TR
Diyarbak岩r Province,디야르바크르 주,AS,TR
Edirne Province,에디르네 주,AS,TR
Erzincan Province,에르진잔 주,AS,TR
Erzurum Province,에르주룸 주,AS,TR
Gaziantep Province,가지안테프 주,AS,TR
Giresun Province,기레순 주,AS,TR
Hatay Province,하타이 주,AS,TR
Isparta Province,이스파르타 주,AS,TR
Icel Province,이셀 주,AS,TR
Kars Province,카르스주,AS,TR
Kastamonu Province,카스타모누 주,AS,TR
Kayseri Province,카이세리 주,AS,TR
Kirklareli Province,키르클라렐리 주,AS,TR
Kocaeli Province,코자엘리주,AS,TR
Konya Province,코냐주,AS,TR
Malatya Province,말라티아 주,AS,TR
Manisa Province,마니사 주,AS,TR
Mardin Province,마르딘 주,AS,TR
Ordu Province,오르두주,AS,TR
Rize Province,리제 주,AS,TR
Sakarya Province,사카리아 주,AS,TR
Samsun Province,삼순 주,AS,TR
Siirt Province,시르트 주,AS,TR
Sinop Province,시놉 주,AS,TR
Sivas Province,시바스 주,AS,TR
Tokat Province,토카트주,AS,TR
Trabzon Province,트라브존 주,AS,TR
Tunceli Province,툰셀리 주,AS,TR
Van Province,반주,AS,TR
Yozgat Province,요즈가트 주,AS,TR
Zonguldak Province,종굴다크 주,AS,TR
Aksaray Province,악사라이 주,AS,TR
Bayburt Province,바이부르트 주,AS,TR
Karaman Province,카라만주,AS,TR
Kirikkale Province,키리칼레 주,AS,TR
Batman Province,배트맨 주,AS,TR
Bartin Province,바르틴 주,AS,TR
Ardahan Province,아르다한주,AS,TR
Yalova Province,얄로바주,AS,TR
Kilis Province,킬리스 주,AS,TR
Osmaniye Province,오스마니예 주,AS,TR
Arima,아리마,NA,TT
Chaguanas,차과나스,NA,TT
Couva-Tabaquite-Talparo,쿠바-타바키테-탈파로,NA,TT
Diego Martin,디에고 마틴,NA,TT
Penal-Debe,페널데베,NA,TT
Port of Spain,포트 오브 스페인,NA,TT
Princes Town,프린스 타운,NA,TT
Point Fortin,포인트 포르틴,NA,TT
Rio Claro-Mayaro,리오 클라로-마야로,NA,TT
San Fernando,산페르난도,NA,TT
Sangre Grande,상그레 그란데,NA,TT
Siparia,시파리아,NA,TT
San Juan-Laventille,산 후안-라벤틸,NA,TT
Tobago,토바고,NA,TT
Tunapuna-Piarco,투나푸나-피아르코,NA,TT
Funafuti,푸나푸티,OC,TV
Niutao,니우타오,OC,TV
Nui,누이,OC,TV
Nukufetau,누쿠페타우,OC,TV
Nukulaelae,누쿠라엘래,OC,TV
Nanumea,나누메아,OC,TV
Nanumanga,나누망가,OC,TV
Vaitupu,바이투푸,OC,TV
Changhua County,장화 현,AS,TW
Chiayi (city),자이(도시),AS,TW
Chiayi County,자이현,AS,TW
Hsinchu County,신주 현,AS,TW
Hsinchu (city),신주(시),AS,TW
Hualien County,화롄현,AS,TW
Ilan County,일란 카운티,AS,TW
Keelung (city),지룽(도시),AS,TW
Kaohsiung (municipality),가오슝(지방자치단체),AS,TW
Kaohsiung County,가오슝 현,AS,TW
Miaoli County,먀오리 현,AS,TW
Nantou County,난터우현,AS,TW
Pingtung County,핑둥현,AS,TW
Taoyuan County,타오위안 현,AS,TW
Tainan City,타이난시,AS,TW
Tainan County,타이난 현,AS,TW
Taipei (municipality),타이페이(지방자치단체),AS,TW
Taipei County,타이페이 현,AS,TW
Taitung County,타이둥현,AS,TW
Taichung (city),타이중(도시),AS,TW
Taichung County,타이중 현,AS,TW
Kinmen County,진먼현,AS,TW
Yunlin County,윈린현,AS,TW
Arusha Region,아루샤 지역,AF,TZ
Dar-es-Salaam Region,다르에스살람 지역,AF,TZ
Dodoma Region,도도마 지역,AF,TZ
Iringa Region,이링가 지역,AF,TZ
Kagera Region,카게라 지방,AF,TZ
Kaskazini Pemba Region,카스카지니 펨바 지역,AF,TZ
Kaskazini Unguja Region,카스카지니 운구자 지역,AF,TZ
Xigoma Region,시고마 지역,AF,TZ
Kilimanjaro Region,킬리만자로 지역,AF,TZ
Rusini Pemba Region,루시니 펨바 지역,AF,TZ
Kusini Unguja Region,쿠시니 운구자 지역,AF,TZ
Lindi Region,린디 지역,AF,TZ
Mara Region,마라 지역,AF,TZ
Mbeya Region,음베야 지역,AF,TZ
Mjini Magharibi Region,음지니 마가리비 지역,AF,TZ
Morogoro Region,모로고로 지역,AF,TZ
Mtwara Region,무트와라 지역,AF,TZ
Mwanza Region,므완자 지역,AF,TZ
Pwani Region,프와니 지역,AF,TZ
Rukwa Region,루콰 지역,AF,TZ
Ruvuma Region,루부마 지역,AF,TZ
Shinyanga Region,신양가 지역,AF,TZ
Singida Region,싱기다 지역,AF,TZ
Tabora Region,타보라 지역,AF,TZ
Tanga Region,단가 지역,AF,TZ
Manyara Region,만야라 지역,AF,TZ
Volyn Oblast,볼린 오블래스트,EU,UA
Luhansk Oblast,루한스크 아블라스트,EU,UA
Dnipropetrovsk (Sicheslav) Oblast,드니프로페트로프스크(시체슬라프) 주,EU,UA
Donetsk Oblast,도네츠크 아블라스트,EU,UA
Zhytomyr Oblast,지토미르 오블래스트,EU,UA
Rivne Oblast,리브네 오블래스트,EU,UA
Zakarpattia Oblast,자카르파티아 오블래스트,EU,UA
Zaporizhia Oblast,자포리지아 오블래스트,EU,UA
Ivano-Frankivsk Oblast,Ivano-Frankivsk Oblast,EU,UA
Kirovohrad Oblast,키로보흐라드 오블래스트,EU,UA
Sevastopol (city),세바스토폴(도시),EU,UA
Lviv Oblast,리비프 오블라스트,EU,UA
Mykolaiv Oblast,미콜라이프 오블래스트,EU,UA
Odessa Oblast,오데사 오블래스트,EU,UA
Poltava Oblast,폴타바주,EU,UA
Sumy Oblast,수미 오블래스트,EU,UA
Ternopil Oblast,테르노필 오블래스트,EU,UA
Kharkiv Oblast,카르키프 오블라스트,EU,UA
Kherson Oblast,헤르손 오블래스트,EU,UA
Khmelnytskyi Oblast,크멜니츠키 오블래스트,EU,UA
Central Region,중앙 지역,AF,UG
Eastern Region,동부지역,AF,UG
Northern Region,북부지역,AF,UG
Western Region,서부지역,AF,UG
Johnston Atoll,존스턴 환초,OC,UM
Midway Islands,미드웨이 제도,OC,UM
Navassa Island,나바사섬,OC,UM
Wake Island,웨이크 아일랜드,OC,UM
Baker Island,베이커 아일랜드,OC,UM
Howland Island,하울랜드 섬,OC,UM
Jarvis Island,자비스 섬,OC,UM
Kingman Reef,킹맨 리프,OC,UM
Palmyra Atoll,팔미라 환초,OC,UM
Alaska,알래스카,NA,US
Alabama,앨라배마,NA,US
Arkansas,아칸소,NA,US
Arizona,애리조나,NA,US
California,캘리포니아,NA,US
Colorado,콜로라도,NA,US
Connecticut,코네티컷,NA,US
District of Columbia,컬럼비아 특별구,NA,US
Delaware,델라웨어,NA,US
Florida,플로리다,NA,US
Georgia,그루지야,NA,US
Hawaii,하와이,NA,US
Iowa,아이오와,NA,US
Idaho,아이다호,NA,US
Illinois,일리노이,NA,US
Indiana,인디애나,NA,US
Kansas,캔자스,NA,US
Kentucky,켄터키,NA,US
Louisiana,루이지애나,NA,US
Massachusetts,매사추세츠 주,NA,US
Maryland,메릴랜드,NA,US
Maine,메인,NA,US
Michigan,미시간,NA,US
Minnesota,미네소타,NA,US
Missouri,미주리,NA,US
Mississippi,미시시피,NA,US
Montana,몬태나,NA,US
North Carolina,노스 캐롤라이나,NA,US
North Dakota,노스 다코타,NA,US
Nebraska,네브라스카,NA,US
New Hampshire,뉴햄프셔,NA,US
New Jersey,뉴저지,NA,US
New Mexico,뉴 멕시코,NA,US
Nevada,네바다,NA,US
New York,뉴욕,NA,US
Ohio,오하이오,NA,US
Oklahoma,오클라호마,NA,US
Oregon,오리건,NA,US
Pennsylvania,펜실베니아,NA,US
Rhode Island,로드 아일랜드,NA,US
South Carolina,사우스 캐롤라이나,NA,US
South Dakota,사우스다코타,NA,US
Tennessee,테네시,NA,US
Texas,텍사스,NA,US
Utah,유타,NA,US
Virginia,버지니아,NA,US
Vermont,버몬트,NA,US
Washington,워싱턴,NA,US
Wisconsin,위스콘신,NA,US
